ID_Transacao;Data_Transacao;Nome_Cliente;CPF;Valor_Transacao;Tipo_Transacao;Banco_Origem;Banco_Destino;Moeda;Status_Transacao;IP_Origem;Localizacao;Canal_Transacao
TX-532;sexta-feira, 28 de junho de 2024;Maysa Castro;90570852729;8896,81;Transferência;Itaú;Inter;Real;Pndente;57.126.87.244;São Paulo;Internet Banking
TX-533;sexta-feira, 29 de março de 2024;Valentina Costela;31278834490;23039.65;Boleto;Itaú;Itaú;EUR;Aprovada;161.67.139.215;São Paulo;Caixa Eletrônico
TX-534;quarta-feira, 19 de junho de 2024;Maria Castro;427.552.247-91;24818.46;Boleto;BTG Paktual;BTG Pactual;BRL;Cancelado;181.71.150.136;Rio de Janeiro;Internet Banking
TX-535;sexta-feira, 7 de junho de 2024;Valentina Porto;69650426560;3238.19;Depósito;Santander;S@nt@nder;eur;Aprovada;156.91.58.100;Bel0 H0riz0nte;Caixa Eletrônico
TX-536;quarta-feira, 4 de setembro de 2024;Lucas Gabriel da Mata;17525186917;3238.19;Pix;Banco do Brasil;Itaú;BR$;Aprovada;154.196.50.24;Curitiba;Internet Banking
TX-537;domingo, 21 de julho de 2024;Lucas Gabriel da Mata;17525186917;47531,9;Transferência;Caixa Econômica;BTG Pactual;BRL;Cancelado;86213210207;Porto Alegre;Caixa Eletrônico
TX-538;sábado, 9 de novembro de 2024;Valentina Costela;31278834490;32068.23;DOC;Banco do Brasil;It@ú;EURO;Pendente;118.68.211.2;Curitiba;Caixa Eletrônico
TX-539;terça-feira, 31 de dezembro de 2024;Agatha Lopes;705.068.735-01;13619.27;Pix;Inter;It@ú;EUR;Pndente;89165229118;Porto Alegre;Agência Física
TX-540;sábado, 8 de fevereiro de 2025;Vicente Costa;55472565610;47056,64;TED;Santander;BTG Pactual;EURO;Aprovdo;161.67.139.215;Salvador;Agência Física
TX-541;terça-feira, 14 de maio de 2024;Bryan Duarte;50764955250;10899.35;Boleto;Itaú;Banco do Brasil;EUR;Pendnte;146103227115;P0rt0 Alegre;Agência Física
TX-542;quinta-feira, 23 de janeiro de 2025;Lara Silveira;1454845353;2594.20;Boleto;Banko do Brasil;Banco do Brasil;BR$;Cancelado;149.105.122.24;Salvador;Agência Física
TX-543;terça-feira, 22 de outubro de 2024;Maria Castro;427.552.247-91;47056,64;Transferência;Itaú;Inter;eur;Cancelado;154.196.50.24;Porto Alegre;Caixa Eletrônico
TX-544;quinta-feira, 22 de fevereiro de 2024;Vicente Costa;55472565610;6003.12;DOC;Itaú;It@ú;eur;Aprovdo;50.107.35.236;Salvador;Caixa Eletrônico
TX-545;terça-feira, 10 de dezembro de 2024;Calebe Carvalho;095.404.041-30;23039.65;TED;Santander;Inter;USD;Cancelado;57.192.0.17;Salvador;Internet Banking
TX-546;segunda-feira, 13 de janeiro de 2025;R4f43l S4nt0s;069.188.807-13;11785,3;Depósito;BTG Paktual;Inter;BR$;Pendente;57.126.87.244;Salvador;caixaeletrônico
TX-547;quarta-feira, 6 de março de 2024;M4rc3l4 Di4s;156.860.920-77;12171,55;Boleto;Bradesco;Inter;EURO;Aprovdo;143.65.126.190;Porto Alegre;Agência Física
TX-548;sábado, 11 de maio de 2024;Valentina Costela;31278834490;39985.66;Boleto;Banco do Brasil;Itaú;eur;Cancelado;195139235106;Rio de Janeiro;Agência Física
TX-549;quarta-feira, 29 de janeiro de 2025;Miguel Santos;020.340.036-88;31654.67;TED;Santander;Santander;BR$;Aprovda;99.38.141.67;Rio de Janeiro;caixaeletrônico
TX-550;sexta-feira, 28 de junho de 2024;Sr. Carlos Eduardo da Rocha;70936145921;31087,91;Transferência;Banko do Brasil;Caixa Econômica;EUR;Cancelado;181145218245;Salvador;Agência Física
TX-551;sexta-feira, 15 de março de 2024;Luiz Miguel Silveira;25094710302;16995.53;Pix;Bradesco;Itaú;BR$;Pndente;86213210207;Rio de Janeiro;Internet Banking
TX-552;quarta-feira, 31 de julho de 2024;Lorena Oliveira;13817942796;14343,13;TED;Inter;BTG P@ctu@l;BR$;Aprovda;68.124.51.34;Salvad0r;caixaeletrônico
TX-553;sexta-feira, 28 de junho de 2024;Vicente Costa;55472565610;14343,13;Depósito;Caixa Ekonômika;B@nco do Br@sil;BR$;Pendnte;28.146.72.243;Belo Horizonte;Agência Física
TX-554;sexta-feira, 29 de março de 2024;Srt4. Ev3lyn C4mp0s;329.129.447-41;30182.19;Boleto;Banco do Brasil;It@ú;USD;Pndente;133.52.111.176;São Paulo;Agência Física
TX-555;quarta-feira, 19 de junho de 2024;Emilly da Luz;175.924.382-83;39062,72;Transferência;BTG Pactual;Banco do Brasil;EURO;Aprovdo;76.114.44.81;São Paulo;Caixa Eletrônico
TX-556;sexta-feira, 7 de junho de 2024;Lucas Gabriel da Mata;17525186917;43912,81;Depósito;Santander;It@ú;BRL;Pendnte;118.68.211.2;P0rt0 Alegre;Agência Física
TX-557;quarta-feira, 4 de setembro de 2024;Lara Silveira;1454845353;22963.92;Transferência;Bradesko;Bradesco;BRL;Pndente;118.68.211.2;Rio de Janeiro;Agência Física
TX-558;domingo, 21 de julho de 2024;Bryan Duarte;50764955250;39591,5;Pix;Caixa Econômica;It@ú;Real;Cancelada;118.68.211.2;Belo Horizonte;agênciafísica
TX-559;sábado, 9 de novembro de 2024;Sra. Alice Campos;95829576634;30182.19;Boleto;BTG Pactual;It@ú;eur;Aprovdo;146103227115;Salvador;Caixa Eletrônico
TX-560;terça-feira, 31 de dezembro de 2024;Breno Pinto;53540285406;13619.27;Depósito;Caixa Econômica;Inter;EUR;Pendente;133.52.111.176;Curitiba;caixaeletrônico
TX-561;sábado, 8 de fevereiro de 2025;M4rc3l4 Di4s;156.860.920-77;1943.60;Depósito;BTG Pactual;It@ú;USD;Aprovda;154.196.50.24;Rio de Janeiro;Agência Física
TX-562;terça-feira, 14 de maio de 2024;Dr. Luiz Felipe Teixeira;33424344224;6003.12;Depósito;BTG Paktual;S@nt@nder;USD;Pndente;76.114.44.81;Rio de Janeiro;Caixa Eletrônico
TX-563;quinta-feira, 23 de janeiro de 2025;J0ã0 P3dr0 M3nd3s;76102989340;22171.02;TED;Itaú;Br@desco;USD;Aprovdo;147.45.234.99;Salvad0r;Agência Física
TX-564;segunda-feira, 14 de outubro de 2024;Srta. Brenda Nunes;76972982739;49149.56;Pix;Banco do Brasil;Inter;EURO;Cancelado;98.70.105.37;Belo Horizonte;caixaeletrônico
TX-565;sexta-feira, 10 de maio de 2024;Miguel Santos;020.340.036-88;2594.20;TED;Santander;Caixa Econômica;USD;Aprovdo;161.67.139.215;Sã0 Paul0;internetbanking
TX-566;sexta-feira, 8 de novembro de 2024;Miguel Santos;020.340.036-88;41317.01;Boleto;Santander;Inter;USD;Pendnte;181.71.150.136;Curitiba;caixaeletrônico
TX-567;sábado, 9 de novembro de 2024;Srt4. Ev3lyn C4mp0s;329.129.447-41;43912,81;Depósito;Bradesko;Santander;eur;Cancelada;27.213.174.49;Rio de Janeiro;Internet Banking
TX-568;terça-feira, 31 de dezembro de 2024;J0ã0 P3dr0 M3nd3s;76102989340;11785,3;Depósito;BTG Pactual;Banco do Brasil;eur;Aprovdo;181145218245;São Paulo;internetbanking
TX-569;sábado, 8 de fevereiro de 2025;Luiz Felipe Barros;441.300.936-01;31087,91;Depósito;Inter;Caixa Econômica;BRL;Pndente;133.217.56.81;Rio de Janeiro;Agência Física
TX-570;terça-feira, 14 de maio de 2024;André N0gu3ir4;502.653.269-39;10899.35;Transferência;Caixa Econômica;BTG P@ctu@l;BR$;Aprovada;86213210207;Rio de Janeiro;Internet Banking
TX-571;quinta-feira, 23 de janeiro de 2025;Rafaela Gomes;871.846.715-91;39062,72;DOC;Bradesco;Bradesco;USD;Pndente;209246154225;Curitiba;caixaeletrônico
TX-572;segunda-feira, 14 de outubro de 2024;Gustavo Henrique Freitas;490.130.071-86;3238.19;TED;Bradesco;Banco do Brasil;BRL;Aprovda;200.201.2.107;Salvador;Agência Física
TX-573;sexta-feira, 10 de maio de 2024;Lara Silveira;1454845353;11656,75;Depósito;Caixa Econômica;Bradesco;BRL;Pndente;68.124.51.34;Curitiba;Caixa Eletrônico
TX-574;sexta-feira, 8 de novembro de 2024;João Pedro Rodrigues;653.490.064-88;23039.65;Transferência;Itaú;Santander;Real;Pendnte;181.71.150.136;Sã0 Paul0;Caixa Eletrônico
TX-575;sexta-feira, 9 de agosto de 2024;Agatha Lopes;705.068.735-01;41317.01;TED;Bradesco;Caixa Econômica;EURO;Pendnte;173175245113;Porto Alegre;Internet Banking
TX-576;terça-feira, 10 de setembro de 2024;André N0gu3ir4;502.653.269-39;12171,55;TED;Inter;It@ú;BRL;Pendente;154.196.50.24;Rio de Janeiro;Agência Física
TX-577;quinta-feira, 16 de maio de 2024;Luiz Miguel Silveira;25094710302;31654.67;Pix;Caixa Econômica;Caixa Econômica;BRL;Cancelada;149.105.122.24;Sã0 Paul0;Internet Banking
TX-578;domingo, 29 de dezembro de 2024;Valentina Porto;69650426560;32902,16;Transferência;Caixa Econômica;S@nt@nder;Real;Pendente;184.63.182.128;Salvador;internetbanking
TX-579;terça-feira, 16 de abril de 2024;Gustavo Henrique Freitas;490.130.071-86;40976,75;Boleto;Itaú;C@ix@ Econômic@;BRL;Aprovda;186.204.75.89;Porto Alegre;Agência Física
TX-580;sábado, 26 de outubro de 2024;Sr. P3dr0 d4 M4t4;337.451.791-72;16152.09;Pix;Caixa Ekonômika;S@nt@nder;BRL;Cancelado;155.16.190.57;Rio de Janeiro;Internet Banking
TX-581;terça-feira, 17 de dezembro de 2024;Rodrigo Dias;44627071180;30054,77;Boleto;Itaú;Bradesco;BRL;Pendente;133.217.56.81;Salvador;Internet Banking
TX-582;sexta-feira, 27 de setembro de 2024;M4rc3l4 Di4s;156.860.920-77;36410.78;TED;Itaú;It@ú;BRL;Cancelada;41.25.20.251;Sã0 Paul0;Caixa Eletrônico
TX-583;terça-feira, 12 de novembro de 2024;J0ã0 P3dr0 M3nd3s;76102989340;30182.19;Depósito;BTG Paktual;C@ix@ Econômic@;eur;Aprovdo;98.70.105.37;Rio de Janeiro;Caixa Eletrônico
TX-584;segunda-feira, 13 de janeiro de 2025;Nathan Jesus;910.085.188-13;32902,16;Pix;Caixa Ekonômika;Caixa Econômica;eur;Pendnte;57.126.87.244;Curitiba;Internet Banking
TX-585;domingo, 5 de maio de 2024;R4f43l S4nt0s;069.188.807-13;20623.38;TED;Banco do Brasil;Banco do Brasil;EUR;Aprovdo;167.140.10.159;Sã0 Paul0;Caixa Eletrônico
TX-586;terça-feira, 9 de julho de 2024;Cecília Costela;39014903719;23039.65;Depósito;Santander;Bradesco;BRL;Aprovada;138.13.1.100;Rio de Janeiro;caixaeletrônico
TX-587;quinta-feira, 18 de julho de 2024;Luiz Miguel Silveira;25094710302;4615,03;Pix;Santander;Inter;EURO;Aprovdo;195139235106;São Paulo;Agência Física
TX-588;quarta-feira, 24 de julho de 2024;Calebe Carvalho;095.404.041-30;44296.21;Boleto;Banco do Brasil;Inter;EURO;Cancelada;140.121.49.200;São Paulo;Internet Banking
TX-589;sexta-feira, 27 de dezembro de 2024;J0ã0 P3dr0 M3nd3s;76102989340;7942.05;Transferência;Itaú;B@nco do Br@sil;BR$;Pendnte;98.70.105.37;Rio de Janeiro;Caixa Eletrônico
TX-590;quinta-feira, 6 de fevereiro de 2025;Dr. Luiz Gust4v0 Lim4;31211524979;10872.24;DOC;Caixa Econômica;Bradesco;Real;Pndente;57.192.0.17;Curitiba;Agência Física
TX-591;sexta-feira, 15 de março de 2024;Srt4. Ev3lyn C4mp0s;329.129.447-41;2594.20;Depósito;Santander;Bradesco;BR$;Pndente;140.201.79.192;São Paulo;Agência Física
TX-592;domingo, 27 de outubro de 2024;Lara Silveira;1454845353;2587,57;Transferência;Caixa Ekonômika;Caixa Econômica;Real;Aprovdo;155.16.190.57;Rio de Janeiro;Agência Física
TX-593;sexta-feira, 9 de agosto de 2024;Manuela Jesus;29286644979;8896,81;Boleto;Itaú;Br@desco;BRL;Aprovada;50.107.35.236;Salvador;agênciafísica
TX-594;segunda-feira, 1 de abril de 2024;L3vi d4 R0ch4;825.015.143-74;3914.56;Depósito;Santander;BTG Pactual;BR$;Cancelada;147.45.234.99;Salvad0r;Caixa Eletrônico
TX-595;sábado, 14 de dezembro de 2024;Valentina Porto;69650426560;49149.56;Transferência;Bradesco;Caixa Econômica;BRL;Pndente;156.91.58.100;P0rt0 Alegre;caixaeletrônico
TX-596;domingo, 10 de novembro de 2024;Luiz Miguel Silveira;25094710302;16995.53;TED;Itaú;BTG P@ctu@l;BRL;Pendente;5.21.2.161;Rio de Janeiro;Internet Banking
TX-597;sexta-feira, 5 de abril de 2024;Maria Eduarda Nunes;672.197.308-95;8896,81;Transferência;BTG Paktual;Santander;BR$;Cancelado;133.217.56.81;Rio de Janeiro;Caixa Eletrônico
TX-598;terça-feira, 5 de março de 2024;Calebe Carvalho;095.404.041-30;45250,75;Depósito;Bradesco;Itaú;BRL;Aprovda;140.201.79.192;Salvador;caixaeletrônico
TX-599;quarta-feira, 8 de maio de 2024;André N0gu3ir4;502.653.269-39;8896,81;TED;Banco do Brasil;Inter;BR$;Pndente;43.82.222.136;Salvador;Agência Física
TX-600;terça-feira, 22 de outubro de 2024;M4rc3l4 Di4s;156.860.920-77;3238.19;Boleto;Caixa Ekonômika;Itaú;BRL;Aprovda;143.65.126.190;Salvador;internetbanking
TX-601;quinta-feira, 22 de fevereiro de 2024;Bryan Duarte;50764955250;39591,5;Transferência;Bradesco;Inter;BR$;Aprovda;167.140.10.159;Salvador;Agência Física
TX-602;terça-feira, 10 de dezembro de 2024;Renan Novaes;421.591.214-79;22963.92;Pix;BTG Pactual;Inter;EURO;Cancelado;117255194225;Belo Horizonte;Caixa Eletrônico
TX-603;segunda-feira, 13 de janeiro de 2025;Vicente Costa;55472565610;2594.20;TED;Inter;BTG Pactual;Usd;Aprovdo;205.1.56.232;Curitiba;caixaeletrônico
TX-604;quarta-feira, 6 de março de 2024;Gustavo Henrique Freitas;490.130.071-86;16995.53;Depósito;Inter;It@ú;eur;Cancelada;99.38.141.67;Belo Horizonte;caixaeletrônico
TX-605;sábado, 11 de maio de 2024;Miguel Santos;020.340.036-88;8896,81;Depósito;Caixa Ekonômika;Inter;eur;Cancelada;44.61.49.226;Curitiba;Internet Banking
TX-606;quarta-feira, 29 de janeiro de 2025;Breno Pinto;53540285406;4615,03;DOC;Bradesco;Bradesco;BRL;Aprovada;74.83.119.104;Bel0 H0riz0nte;Agência Física
TX-607;sexta-feira, 28 de junho de 2024;Lorena Oliveira;13817942796;1943.60;Transferência;Banco do Brasil;Santander;BR$;Cancelado;23.112.58.85;Salvad0r;caixaeletrônico
TX-608;sexta-feira, 15 de março de 2024;Lara Silveira;1454845353;47531,9;Boleto;BTG Pactual;Santander;USD;Pndente;68.124.51.34;São Paulo;caixaeletrônico
TX-609;quarta-feira, 31 de julho de 2024;L3vi d4 R0ch4;825.015.143-74;32068.23;Boleto;Inter;Caixa Econômica;BRL;Pndente;50.107.35.236;Porto Alegre;Internet Banking
TX-610;sexta-feira, 28 de junho de 2024;João Felipe Silva;1123173968;13619.27;Depósito;Caixa Econômica;C@ix@ Econômic@;EURO;Pndente;133.52.111.176;Salvador;Internet Banking
TX-611;sexta-feira, 29 de março de 2024;Sr. P3dr0 d4 M4t4;337.451.791-72;41317.01;Depósito;Bradesco;Itaú;EURO;Pendente;159241130188;Rio de Janeiro;Agência Física
TX-612;quarta-feira, 19 de junho de 2024;João Pedro Rodrigues;653.490.064-88;22963.92;Transferência;Santander;Itaú;EURO;Pndente;173175245113;Curitiba;Caixa Eletrônico
TX-613;sexta-feira, 7 de junho de 2024;Nathan Jesus;910.085.188-13;36410.78;Transferência;BTG Paktual;Santander;BRL;Aprovada;200.201.2.107;Belo Horizonte;Agência Física
TX-614;quarta-feira, 4 de setembro de 2024;J0ã0 Guilh3rm3 C0st3l4;84842762368;16995.53;Depósito;Bradesko;Santander;eur;Aprovdo;155.16.190.57;Salvad0r;Internet Banking
TX-615;domingo, 21 de julho de 2024;Cecília Costela;39014903719;20623.38;Depósito;Caixa Econômica;Santander;BRL;Aprovdo;205.1.56.232;São Paulo;internetbanking
TX-616;sábado, 9 de novembro de 2024;André N0gu3ir4;502.653.269-39;8896,81;TED;Itaú;Bradesco;USD;Aprovdo;57.192.0.17;Porto Alegre;Agência Física
TX-617;terça-feira, 31 de dezembro de 2024;Sr. Carlos Eduardo da Rocha;70936145921;36410.78;TED;Santander;Caixa Econômica;BRL;Pendnte;145220225216;Salvad0r;internetbanking
TX-618;sábado, 8 de fevereiro de 2025;Sophie Dias;3816146275;12171,55;TED;BTG Paktual;Inter;Usd;Pendnte;149.105.122.24;São Paulo;Internet Banking
TX-619;terça-feira, 14 de maio de 2024;Lorena Oliveira;13817942796;31654.67;Pix;Itaú;Caixa Econômica;Usd;Pndente;184.63.182.128;Curitiba;internetbanking
TX-620;quinta-feira, 23 de janeiro de 2025;R4f43l S4nt0s;069.188.807-13;3914.56;TED;Santander;Inter;EUR;Aprovdo;63.18.248.20;São Paulo;Internet Banking
TX-621;terça-feira, 22 de outubro de 2024;Cecília Costela;39014903719;38019,67;Depósito;Itaú;Inter;Real;Aprovdo;50.107.35.236;Salvador;Internet Banking
TX-622;quinta-feira, 22 de fevereiro de 2024;Bryan Almeida;947.959.409-14;47056,64;Transferência;Caixa Econômica;BTG P@ctu@l;Real;Cancelado;5.21.2.161;Belo Horizonte;Agência Física
TX-623;terça-feira, 10 de dezembro de 2024;Emilly da Luz;175.924.382-83;16152.09;Depósito;Inter;S@nt@nder;BR$;Pendnte;28.146.72.243;São Paulo;Internet Banking
TX-624;segunda-feira, 13 de janeiro de 2025;Dr. Luiz Felipe Teixeira;33424344224;22171.02;Pix;Bradesco;Inter;EUR;Pndente;205.1.56.232;Sã0 Paul0;agênciafísica
TX-625;quarta-feira, 6 de março de 2024;Breno Pinto;53540285406;11785,3;Transferência;Itaú;Inter;BRL;Pendnte;173175245113;Sã0 Paul0;Caixa Eletrônico
TX-626;sábado, 11 de maio de 2024;João Felipe Silva;1123173968;30197.47;Depósito;Itaú;Bradesco;EURO;Pendente;143.65.126.190;Porto Alegre;Agência Física
TX-627;quarta-feira, 29 de janeiro de 2025;Rafaela Gomes;871.846.715-91;16152.09;Depósito;Bradesco;Inter;EURO;Aprovda;5.21.2.161;São Paulo;Internet Banking
TX-628;sexta-feira, 28 de junho de 2024;Rafaela Gomes;871.846.715-91;11785,3;TED;Santander;Banco do Brasil;Real;Cancelada;181145218245;Salvad0r;Internet Banking
TX-629;sexta-feira, 15 de março de 2024;Kamilly Gonçalves;24419230218;47056,64;DOC;Caixa Econômica;B@nco do Br@sil;Real;Pendente;138.13.1.100;Rio de Janeiro;caixaeletrônico
TX-630;quarta-feira, 31 de julho de 2024;Manuela Jesus;29286644979;34516.93;TED;Banko do Brasil;Santander;Usd;Cancelada;181145218245;Salvador;agênciafísica
TX-631;sexta-feira, 28 de junho de 2024;Nathan Jesus;910.085.188-13;3238.19;Transferência;Bradesco;Bradesco;Real;Aprovda;44.61.49.226;Bel0 H0riz0nte;Caixa Eletrônico
TX-632;sexta-feira, 29 de março de 2024;Maysa Castro;90570852729;14964,78;Transferência;Bradesco;It@ú;Real;Cancelada;5.21.2.161;Rio de Janeiro;Agência Física
TX-633;quarta-feira, 19 de junho de 2024;Srt4. Ev3lyn C4mp0s;329.129.447-41;16995.53;Depósito;BTG Paktual;Inter;BR$;Pendnte;181.71.150.136;Salvador;Caixa Eletrônico
TX-634;sexta-feira, 7 de junho de 2024;Bryan Duarte;50764955250;39062,72;TED;Bradesko;Bradesco;eur;Aprovda;76.114.44.81;Salvador;agênciafísica
TX-635;quarta-feira, 4 de setembro de 2024;Lara Silveira;1454845353;47056,64;TED;Bradesco;S@nt@nder;EUR;Pendnte;41.25.20.251;Rio de Janeiro;Internet Banking
TX-636;domingo, 21 de julho de 2024;Rodrigo Dias;44627071180;31087,91;TED;Santander;Santander;eur;Pendente;23.112.58.85;Salvador;Agência Física
TX-637;sábado, 9 de novembro de 2024;J0ã0 P3dr0 M3nd3s;76102989340;13619.27;DOC;Banco do Brasil;Bradesco;BRL;Cancelada;209246154225;Salvador;caixaeletrônico
TX-638;terça-feira, 31 de dezembro de 2024;Rafaela Gomes;871.846.715-91;31654.67;Depósito;Santander;Caixa Econômica;USD;Aprovdo;23.112.58.85;Rio de Janeiro;Agência Física
TX-639;sábado, 8 de fevereiro de 2025;Emilly da Luz;175.924.382-83;13619.27;Boleto;Inter;Santander;BR$;Aprovdo;133.52.111.176;Salvador;Agência Física
TX-640;terça-feira, 14 de maio de 2024;Calebe Carvalho;095.404.041-30;45250,75;Pix;Inter;C@ix@ Econômic@;Real;Aprovda;155.16.190.57;Sã0 Paul0;Agência Física
TX-641;quinta-feira, 23 de janeiro de 2025;Manuela Jesus;29286644979;31087,91;Transferência;Banco do Brasil;Santander;BRL;Aprovada;99.38.141.67;Salvador;Agência Física
TX-642;segunda-feira, 14 de outubro de 2024;R4f43l S4nt0s;069.188.807-13;43912,81;DOC;Bradesco;BTG P@ctu@l;BR$;Cancelada;99.38.141.67;Salvad0r;Internet Banking
TX-643;sexta-feira, 10 de maio de 2024;Maria Eduarda Nunes;672.197.308-95;40976,75;Pix;Bradesco;Caixa Econômica;BRL;Cancelado;156.91.58.100;P0rt0 Alegre;internetbanking
TX-644;sexta-feira, 8 de novembro de 2024;J0ã0 P3dr0 M3nd3s;76102989340;12122,38;Pix;Banco do Brasil;B@nco do Br@sil;EURO;Cancelada;156.91.58.100;Curitiba;Agência Física
TX-645;sábado, 9 de novembro de 2024;Emilly da Luz;175.924.382-83;44296.21;Boleto;Itaú;Itaú;Usd;Pndente;86213210207;P0rt0 Alegre;Agência Física
TX-646;terça-feira, 31 de dezembro de 2024;Yasmin Oliveira;239.620.763-26;10872.24;Boleto;Caixa Ekonômika;Inter;BRL;Cancelado;209246154225;Salvad0r;caixaeletrônico
TX-647;sábado, 8 de fevereiro de 2025;Isabella da Cunha;181.721.689-96;47531,9;DOC;Itaú;Bradesco;USD;Pendnte;155.16.190.57;Salvador;Agência Física
TX-648;terça-feira, 14 de maio de 2024;Calebe Carvalho;095.404.041-30;44296.21;Pix;Caixa Econômica;Caixa Econômica;eur;Aprovda;41.25.20.251;Salvad0r;Internet Banking
TX-649;quinta-feira, 23 de janeiro de 2025;André N0gu3ir4;502.653.269-39;23039.65;Depósito;BTG Paktual;Caixa Econômica;USD;Pendnte;28.146.72.243;São Paulo;Internet Banking
TX-650;segunda-feira, 14 de outubro de 2024;Breno Pinto;53540285406;30054,77;TED;Bradesko;Inter;USD;Aprovda;205.1.56.232;Belo Horizonte;Agência Física
TX-651;sexta-feira, 10 de maio de 2024;Valentina Porto;69650426560;49149.56;Boleto;Itaú;Santander;USD;Cancelada;76.114.44.81;Curitiba;Agência Física
TX-652;sexta-feira, 8 de novembro de 2024;Calebe Carvalho;095.404.041-30;2594.20;TED;Bradesco;Inter;BR$;Pndente;146103227115;Curitiba;Agência Física
TX-653;sexta-feira, 9 de agosto de 2024;Ana Lívia Azevedo;48867127519;47531,9;Pix;Caixa Econômica;B@nco do Br@sil;EURO;Pndente;23.112.58.85;Curitiba;Caixa Eletrônico
TX-654;terça-feira, 10 de setembro de 2024;Maria Eduarda Nunes;672.197.308-95;32068.23;Pix;Banco do Brasil;Banco do Brasil;Usd;Pndente;147.45.234.99;São Paulo;Agência Física
TX-655;quinta-feira, 16 de maio de 2024;Rafaela Gomes;871.846.715-91;47056,64;TED;Bradesco;Banco do Brasil;USD;Pendnte;89165229118;Rio de Janeiro;internetbanking
TX-656;domingo, 29 de dezembro de 2024;Renan Novaes;421.591.214-79;36410.78;Pix;Caixa Ekonômika;Inter;Real;Cancelada;78.33.187.186;Salvador;Caixa Eletrônico
TX-657;terça-feira, 16 de abril de 2024;Leandro Araújo;69106604613;30182.19;Boleto;Banco do Brasil;Banco do Brasil;BR$;Aprovdo;44.61.49.226;Sã0 Paul0;Caixa Eletrônico
TX-658;sábado, 26 de outubro de 2024;Breno Pinto;53540285406;36410.78;TED;Inter;B@nco do Br@sil;Usd;Aprovda;174.187.243.46;Belo Horizonte;Agência Física
TX-659;terça-feira, 17 de dezembro de 2024;Calebe Carvalho;095.404.041-30;2594.20;DOC;Caixa Ekonômika;Inter;BR$;Cancelado;147.45.234.99;São Paulo;Internet Banking
TX-660;sexta-feira, 27 de setembro de 2024;Luiz Miguel Silveira;25094710302;12122,38;TED;BTG Paktual;Banco do Brasil;eur;Pndente;186.204.75.89;Belo Horizonte;Caixa Eletrônico
TX-661;terça-feira, 12 de novembro de 2024;Valentina Costela;31278834490;30182.19;Boleto;Bradesco;Banco do Brasil;eur;Pendente;27.213.174.49;Porto Alegre;Internet Banking
TX-662;segunda-feira, 13 de janeiro de 2025;Lucas Gabriel da Mata;17525186917;47531,9;TED;Itaú;Bradesco;Usd;Aprovda;143.65.126.190;Salvador;Internet Banking
TX-663;domingo, 5 de maio de 2024;Isabella da Cunha;181.721.689-96;4615,03;TED;Itaú;Inter;eur;Pendnte;99.38.141.67;Curitiba;Internet Banking
TX-664;terça-feira, 9 de julho de 2024;Valentina Costela;31278834490;31654.67;Transferência;Inter;BTG P@ctu@l;BRL;Pendnte;173175245113;Belo Horizonte;Agência Física
TX-665;quinta-feira, 18 de julho de 2024;Breno Pinto;53540285406;24818.46;TED;Bradesco;BTG P@ctu@l;USD;Cancelado;86213210207;P0rt0 Alegre;caixaeletrônico
TX-666;quarta-feira, 24 de julho de 2024;Luiz Miguel Silveira;25094710302;39985.66;TED;Bradesco;C@ix@ Econômic@;EUR;Aprovada;43.82.222.136;Curitiba;Agência Física
TX-667;sexta-feira, 27 de dezembro de 2024;Yasmin Oliveira;239.620.763-26;11785,3;Boleto;Santander;It@ú;Real;Pendente;156.91.58.100;São Paulo;Agência Física
TX-668;quinta-feira, 6 de fevereiro de 2025;Luiz Felipe Barros;441.300.936-01;41317.01;Depósito;Itaú;Itaú;BRL;Aprovdo;133.217.56.81;São Paulo;Caixa Eletrônico
TX-669;sexta-feira, 15 de março de 2024;Gustavo Henrique Freitas;490.130.071-86;47056,64;Boleto;Santander;Caixa Econômica;eur;Pendnte;195139235106;Curitiba;Agência Física
TX-670;domingo, 27 de outubro de 2024;Maria Eduarda Nunes;672.197.308-95;6003.12;TED;Santander;Santander;EUR;Aprovda;143.65.126.190;Curitiba;Internet Banking
TX-671;sexta-feira, 9 de agosto de 2024;Renan Novaes;421.591.214-79;12122,38;Boleto;Inter;Banco do Brasil;BR$;Aprovada;50.107.35.236;Rio de Janeiro;Internet Banking
TX-672;segunda-feira, 1 de abril de 2024;Kamilly Gonçalves;24419230218;19794,7;Boleto;Itaú;Santander;USD;Aprovada;133.217.56.81;Salvador;internetbanking
TX-673;sábado, 14 de dezembro de 2024;Leandro Araújo;69106604613;8896,81;Pix;Itaú;Banco do Brasil;eur;Cancelada;140.121.49.200;Sã0 Paul0;Caixa Eletrônico
TX-674;domingo, 10 de novembro de 2024;Sr. P3dr0 d4 M4t4;337.451.791-72;2594.20;Boleto;Itaú;BTG Pactual;BRL;Cancelada;186.204.75.89;Rio de Janeiro;caixaeletrônico
TX-675;sexta-feira, 5 de abril de 2024;Lucas Gabriel da Mata;17525186917;6003.12;Boleto;Bradesco;Santander;USD;Aprovdo;205.1.56.232;São Paulo;Internet Banking
TX-676;terça-feira, 5 de março de 2024;Valentina Porto;69650426560;3914.56;TED;Itaú;Inter;USD;Cancelada;154.196.50.24;P0rt0 Alegre;Agência Física
